Order_ID,Dark_Store_ID,City,Zone,Order_Date,Order_Timestamp,Order_Hour,Day_Type,Time_Period,Promised_SLA_Min,Actual_Delivery_Min,SLA_Met,Delay_Reason,Distance_KM,Item_Count,Order_Value_INR,Rider_ID,Delay_Category
FM105573,DS010,Kolkata,Salt Lake,2025-06-02,2025-06-02 14:39:08,14,Weekday,Peak,10.0,5.08,Y,None,3.49,2,177.22,R01015,None
FM103923,DS004,Delhi,Rohini,2025-06-02,2025-06-02 14:40:07,14,Weekday,Peak,10.0,11.65,N,Rider Unavailable at Dispatch,0.67,5,313.04,R00414,Man
FM103242,DS001,Bengaluru,Koramangala,2025-06-02,2025-06-02 14:40:48,14,Weekday,Peak,10.0,7.1,Y,None,3.26,2,581.66,R00102,None
FM104914,DS008,Pune,Hinjewadi,2025-06-02,2025-06-02 14:40:55,14,Weekday,Peak,10.0,9.32,Y,None,2.85,4,148.08,R00806,None
FM104817,DS007,Hyderabad,Gachibowli,2025-06-02,2025-06-02 14:40:58,14,Weekday,Peak,10.0,11.34,N,"Incorrect Picking (SKU error, re-pick)",1.53,6,177.02,R00704,Method
FM103944,DS004,Delhi,Rohini,2025-06-02,2025-06-02 14:41:15,14,Weekday,Peak,10.0,7.79,Y,None,3.27,4,462.75,R00410,None
FM104520,DS006,Mumbai,Powai,2025-06-02,2025-06-02 14:41:16,14,Weekday,Peak,10.0,12.82,N,Picker Unavailable / Understaffed,3.11,10,499.41,R00621,Man
FM103702,DS003,Delhi,Saket,2025-06-02,2025-06-02 14:41:46,14,Weekday,Peak,10.0,15.16,N,"Incorrect Picking (SKU error, re-pick)",1.71,3,795.14,R00320,Method
FM104983,DS008,Pune,Hinjewadi,2025-06-02,2025-06-02 14:42:49,14,Weekday,Peak,10.0,13.44,N,App/Order Routing Glitch,1.79,2,206.54,R00809,Machine
FM103380,DS002,Bengaluru,Whitefield,2025-06-02,2025-06-02 14:43:05,14,Weekday,Peak,10.0,8.99,Y,None,1.78,6,180.88,R00202,None
FM105036,DS008,Pune,Hinjewadi,2025-06-02,2025-06-02 14:43:08,14,Weekday,Peak,10.0,13.56,N,Rider Unavailable at Dispatch,0.66,5,280.42,R00809,Man
FM103231,DS001,Bengaluru,Koramangala,2025-06-02,2025-06-02 14:43:25,14,Weekday,Peak,10.0,8.35,Y,None,0.61,6,662.19,R00104,None
FM104247,DS005,Mumbai,Andheri,2025-06-02,2025-06-02 14:43:31,14,Weekday,Peak,10.0,10.84,N,Rider Unavailable at Dispatch,2.59,9,213.1,R00514,Man
FM105421,DS010,Kolkata,Salt Lake,2025-06-02,2025-06-02 14:44:04,14,Weekday,Peak,10.0,15.49,N,"Incorrect Picking (SKU error, re-pick)",2.12,3,152.35,R01011,Method
FM104832,DS007,Hyderabad,Gachibowli,2025-06-02,2025-06-02 14:44:35,14,Weekday,Peak,10.0,11.65,N,Packing Station Bottleneck,1.5,5,463.87,R00709,Method
FM103203,DS001,Bengaluru,Koramangala,2025-06-02,2025-06-02 14:44:41,14,Weekday,Peak,10.0,6.66,Y,None,2.83,4,721.92,R00119,None
FM105371,DS009,Chennai,T Nagar,2025-06-02,2025-06-02 14:44:51,14,Weekday,Peak,10.0,9.57,Y,None,1.86,4,345.4,R00917,None
FM105519,DS010,Kolkata,Salt Lake,2025-06-02,2025-06-02 14:45:01,14,Weekday,Peak,10.0,13.17,N,Rider Unavailable at Dispatch,3.1,4,137.13,R01008,Man
FM103243,DS001,Bengaluru,Koramangala,2025-06-02,2025-06-02 14:45:50,14,Weekday,Peak,10.0,5.64,Y,None,1.26,2,1031.01,R00102,None
FM104011,DS004,Delhi,Rohini,2025-06-02,2025-06-02 14:45:50,14,Weekday,Peak,10.0,11.04,N,Rider Unavailable at Dispatch,1.92,3,631.7,R00404,Man
FM103446,DS002,Bengaluru,Whitefield,2025-06-02,2025-06-02 14:46:03,14,Weekday,Peak,10.0,10.06,N,Picker Unavailable / Understaffed,3.21,3,120.98,R00203,Man
FM103899,DS004,Delhi,Rohini,2025-06-02,2025-06-02 14:46:45,14,Weekday,Peak,10.0,14.21,N,"Incorrect Picking (SKU error, re-pick)",2.51,3,347.97,R00416,Method
FM103317,DS002,Bengaluru,Whitefield,2025-06-02,2025-06-02 14:46:59,14,Weekday,Peak,10.0,4.29,Y,None,3.07,6,557.26,R00217,None
FM104268,DS005,Mumbai,Andheri,2025-06-02,2025-06-02 14:47:38,14,Weekday,Peak,10.0,10.56,N,Packing Station Bottleneck,1.72,1,188.91,R00512,Method
FM105012,DS008,Pune,Hinjewadi,2025-06-02,2025-06-02 14:47:58,14,Weekday,Peak,10.0,5.25,Y,None,3.44,4,835.42,R00808,None
FM103928,DS004,Delhi,Rohini,2025-06-02,2025-06-02 14:49:18,14,Weekday,Peak,10.0,9.62,Y,None,2.14,4,86.19,R00402,None
FM105128,DS008,Pune,Hinjewadi,2025-06-02,2025-06-02 14:49:35,14,Weekday,Peak,10.0,10.09,N,Rider Unavailable at Dispatch,3.16,1,562.62,R00802,Man
FM104381,DS006,Mumbai,Powai,2025-06-02,2025-06-02 14:50:36,14,Weekday,Peak,10.0,5.56,Y,None,1.72,3,410.46,R00604,None
FM104234,DS005,Mumbai,Andheri,2025-06-02,2025-06-02 14:51:31,14,Weekday,Peak,10.0,19.39,N,"Incorrect Picking (SKU error, re-pick)",1.42,5,672.77,R00511,Method
FM104727,DS007,Hyderabad,Gachibowli,2025-06-02,2025-06-02 14:51:37,14,Weekday,Peak,10.0,12.24,N,Inventory Mismatch / Stockout,1.14,2,238.95,R00704,Material
FM105171,DS009,Chennai,T Nagar,2025-06-02,2025-06-02 14:51:42,14,Weekday,Peak,10.0,5.45,Y,None,2.99,4,187.46,R00904,None
FM104161,DS005,Mumbai,Andheri,2025-06-02,2025-06-02 14:51:47,14,Weekday,Peak,10.0,19.13,N,Rider Unavailable at Dispatch,1.69,1,153.77,R00519,Man
FM105450,DS010,Kolkata,Salt Lake,2025-06-02,2025-06-02 14:52:04,14,Weekday,Peak,10.0,18.35,N,Rider Unavailable at Dispatch,1.02,4,200.51,R01007,Man
FM104238,DS005,Mumbai,Andheri,2025-06-02,2025-06-02 14:54:07,14,Weekday,Peak,10.0,12.52,N,App/Order Routing Glitch,1.2,5,571.49,R00520,Machine
FM104297,DS005,Mumbai,Andheri,2025-06-02,2025-06-02 14:55:03,14,Weekday,Peak,10.0,9.94,Y,None,2.75,3,579.9,R00517,None
FM103342,DS002,Bengaluru,Whitefield,2025-06-02,2025-06-02 14:55:57,14,Weekday,Peak,10.0,8.58,Y,None,1.4,2,444.99,R00218,None
FM104036,DS004,Delhi,Rohini,2025-06-02,2025-06-02 14:56:25,14,Weekday,Peak,10.0,7.6,Y,None,2.57,7,35.9,R00413,None
FM105185,DS009,Chennai,T Nagar,2025-06-02,2025-06-02 14:57:42,14,Weekday,Peak,10.0,7.91,Y,None,2.49,3,711.76,R00907,None
FM104076,DS004,Delhi,Rohini,2025-06-02,2025-06-02 14:57:53,14,Weekday,Peak,10.0,8.86,Y,None,2.58,1,511.01,R00415,None
FM103311,DS001,Bengaluru,Koramangala,2025-06-02,2025-06-02 14:58:24,14,Weekday,Peak,10.0,7.57,Y,None,0.64,4,388.61,R00104,None
FM105002,DS008,Pune,Hinjewadi,2025-06-02,2025-06-02 14:58:47,14,Weekday,Peak,10.0,14.3,N,Inventory Mismatch / Stockout,1.37,5,441.89,R00804,Material
FM104173,DS005,Mumbai,Andheri,2025-06-02,2025-06-02 14:58:54,14,Weekday,Peak,10.0,11.03,N,Rider Unavailable at Dispatch,3.21,5,689.83,R00512,Man
FM105529,DS010,Kolkata,Salt Lake,2025-06-02,2025-06-02 15:00:17,15,Weekday,Non-Peak,10.0,7.78,Y,None,2.8,5,265.23,R01003,None
FM103114,DS001,Bengaluru,Koramangala,2025-06-02,2025-06-02 15:02:26,15,Weekday,Non-Peak,10.0,8.49,Y,None,3.1,6,77.54,R00116,None
FM104088,DS005,Mumbai,Andheri,2025-06-02,2025-06-02 15:02:50,15,Weekday,Non-Peak,10.0,6.41,Y,None,1.77,8,515.68,R00504,None
FM103615,DS003,Delhi,Saket,2025-06-02,2025-06-02 15:02:53,15,Weekday,Non-Peak,10.0,6.62,Y,None,3.01,4,366.49,R00317,None
FM104958,DS008,Pune,Hinjewadi,2025-06-02,2025-06-02 15:04:36,15,Weekday,Non-Peak,10.0,3.5,Y,None,1.85,5,499.94,R00818,None
FM104163,DS005,Mumbai,Andheri,2025-06-02,2025-06-02 15:05:01,15,Weekday,Non-Peak,10.0,8.44,Y,None,1.0,2,389.46,R00517,None
FM103491,DS002,Bengaluru,Whitefield,2025-06-02,2025-06-02 15:05:16,15,Weekday,Non-Peak,10.0,3.85,Y,None,1.88,5,192.01,R00204,None
FM105114,DS008,Pune,Hinjewadi,2025-06-02,2025-06-02 15:05:26,15,Weekday,Non-Peak,10.0,5.41,Y,None,2.9,3,833.4,R00805,None
FM103509,DS002,Bengaluru,Whitefield,2025-06-02,2025-06-02 15:09:54,15,Weekday,Non-Peak,10.0,10.16,N,Inventory Mismatch / Stockout,0.98,5,141.37,R00217,Material
FM103581,DS003,Delhi,Saket,2025-06-02,2025-06-02 15:09:55,15,Weekday,Non-Peak,10.0,3.5,Y,None,2.24,3,140.14,R00313,None
FM104243,DS005,Mumbai,Andheri,2025-06-02,2025-06-02 15:10:34,15,Weekday,Non-Peak,10.0,5.78,Y,None,1.06,3,277.6,R00513,None
FM105366,DS009,Chennai,T Nagar,2025-06-02,2025-06-02 15:10:35,15,Weekday,Non-Peak,10.0,4.53,Y,None,1.41,6,157.99,R00910,None
FM103409,DS002,Bengaluru,Whitefield,2025-06-02,2025-06-02 15:10:40,15,Weekday,Non-Peak,10.0,7.28,Y,None,3.33,4,191.84,R00215,None
FM104707,DS007,Hyderabad,Gachibowli,2025-06-02,2025-06-02 15:11:23,15,Weekday,Non-Peak,10.0,3.71,Y,None,1.51,4,611.42,R00712,None
FM104876,DS008,Pune,Hinjewadi,2025-06-02,2025-06-02 15:14:22,15,Weekday,Non-Peak,10.0,3.5,Y,None,3.36,7,196.83,R00807,None
FM103959,DS004,Delhi,Rohini,2025-06-02,2025-06-02 15:16:38,15,Weekday,Non-Peak,10.0,3.51,Y,None,2.39,6,381.63,R00412,None
FM103293,DS001,Bengaluru,Koramangala,2025-06-02,2025-06-02 15:19:04,15,Weekday,Non-Peak,10.0,8.82,Y,None,2.46,4,73.32,R00113,None
FM105173,DS009,Chennai,T Nagar,2025-06-02,2025-06-02 15:19:51,15,Weekday,Non-Peak,10.0,3.5,Y,None,2.66,4,1098.12,R00906,None
FM104300,DS005,Mumbai,Andheri,2025-06-02,2025-06-02 15:20:38,15,Weekday,Non-Peak,10.0,5.32,Y,None,1.04,7,123.98,R00516,None
FM104730,DS007,Hyderabad,Gachibowli,2025-06-02,2025-06-02 15:21:07,15,Weekday,Non-Peak,10.0,4.07,Y,None,1.76,3,551.15,R00701,None
FM104378,DS006,Mumbai,Powai,2025-06-02,2025-06-02 15:23:11,15,Weekday,Non-Peak,10.0,4.19,Y,None,3.41,5,276.5,R00601,None
FM105378,DS009,Chennai,T Nagar,2025-06-02,2025-06-02 15:24:22,15,Weekday,Non-Peak,10.0,5.31,Y,None,2.25,7,512.28,R00915,None
FM103220,DS001,Bengaluru,Koramangala,2025-06-02,2025-06-02 15:24:59,15,Weekday,Non-Peak,10.0,5.3,Y,None,0.68,2,605.41,R00111,None
FM103285,DS001,Bengaluru,Koramangala,2025-06-02,2025-06-02 15:25:45,15,Weekday,Non-Peak,10.0,4.89,Y,None,1.11,2,571.86,R00103,None
FM103789,DS003,Delhi,Saket,2025-06-02,2025-06-02 15:27:45,15,Weekday,Non-Peak,10.0,5.93,Y,None,1.67,6,458.2,R00308,None
FM104827,DS007,Hyderabad,Gachibowli,2025-06-02,2025-06-02 15:29:48,15,Weekday,Non-Peak,10.0,5.28,Y,None,1.97,4,234.64,R00713,None
FM104742,DS007,Hyderabad,Gachibowli,2025-06-02,2025-06-02 15:32:55,15,Weekday,Non-Peak,10.0,6.21,Y,None,0.69,7,359.46,R00702,None
FM105094,DS008,Pune,Hinjewadi,2025-06-02,2025-06-02 15:32:57,15,Weekday,Non-Peak,10.0,3.5,Y,None,2.06,4,167.69,R00803,None
FM103741,DS003,Delhi,Saket,2025-06-02,2025-06-02 15:33:11,15,Weekday,Non-Peak,10.0,4.38,Y,None,0.85,2,281.81,R00306,None
FM103827,DS004,Delhi,Rohini,2025-06-02,2025-06-02 15:34:53,15,Weekday,Non-Peak,10.0,7.04,Y,None,2.18,9,255.61,R00403,None
FM104823,DS007,Hyderabad,Gachibowli,2025-06-02,2025-06-02 15:38:18,15,Weekday,Non-Peak,10.0,7.1,Y,None,0.74,2,202.56,R00715,None
FM103777,DS003,Delhi,Saket,2025-06-02,2025-06-02 15:40:21,15,Weekday,Non-Peak,10.0,5.17,Y,None,0.72,3,164.72,R00313,None
FM103886,DS004,Delhi,Rohini,2025-06-02,2025-06-02 15:40:28,15,Weekday,Non-Peak,10.0,7.15,Y,None,2.87,1,158.4,R00407,None
FM105465,DS010,Kolkata,Salt Lake,2025-06-02,2025-06-02 15:40:49,15,Weekday,Non-Peak,10.0,7.78,Y,None,0.5,6,346.36,R01003,None
FM105349,DS009,Chennai,T Nagar,2025-06-02,2025-06-02 15:41:39,15,Weekday,Non-Peak,10.0,6.08,Y,None,0.52,3,702.35,R00909,None
FM103803,DS003,Delhi,Saket,2025-06-02,2025-06-02 15:41:46,15,Weekday,Non-Peak,10.0,4.23,Y,None,0.74,6,499.35,R00325,None
FM105071,DS008,Pune,Hinjewadi,2025-06-02,2025-06-02 15:42:00,15,Weekday,Non-Peak,10.0,6.14,Y,None,0.42,5,116.36,R00807,None
FM105257,DS009,Chennai,T Nagar,2025-06-02,2025-06-02 15:43:58,15,Weekday,Non-Peak,10.0,3.5,Y,None,2.58,4,431.94,R00907,None
FM103117,DS001,Bengaluru,Koramangala,2025-06-02,2025-06-02 15:44:16,15,Weekday,Non-Peak,10.0,3.5,Y,None,2.16,4,583.57,R00120,None
FM103309,DS001,Bengaluru,Koramangala,2025-06-02,2025-06-02 15:47:39,15,Weekday,Non-Peak,10.0,3.5,Y,None,2.07,5,330.62,R00120,None
FM105559,DS010,Kolkata,Salt Lake,2025-06-02,2025-06-02 15:51:19,15,Weekday,Non-Peak,10.0,4.71,Y,None,3.19,5,228.62,R01013,None
FM104816,DS007,Hyderabad,Gachibowli,2025-06-02,2025-06-02 15:51:43,15,Weekday,Non-Peak,10.0,4.78,Y,None,1.54,4,399.87,R00713,None
FM103954,DS004,Delhi,Rohini,2025-06-02,2025-06-02 15:51:50,15,Weekday,Non-Peak,10.0,7.78,Y,None,1.12,3,909.37,R00405,None
FM104587,DS006,Mumbai,Powai,2025-06-02,2025-06-02 15:53:00,15,Weekday,Non-Peak,10.0,7.81,Y,None,1.45,5,394.37,R00614,None
FM103107,DS001,Bengaluru,Koramangala,2025-06-02,2025-06-02 15:53:41,15,Weekday,Non-Peak,10.0,3.5,Y,None,1.67,6,218.3,R00118,None
FM103447,DS002,Bengaluru,Whitefield,2025-06-02,2025-06-02 15:55:10,15,Weekday,Non-Peak,10.0,4.58,Y,None,1.6,6,93.57,R00216,None
FM103471,DS002,Bengaluru,Whitefield,2025-06-02,2025-06-02 15:55:25,15,Weekday,Non-Peak,10.0,3.5,Y,None,1.88,3,237.41,R00218,None
FM104712,DS007,Hyderabad,Gachibowli,2025-06-02,2025-06-02 15:56:13,15,Weekday,Non-Peak,10.0,4.99,Y,None,0.83,2,582.1,R00710,None
FM103649,DS003,Delhi,Saket,2025-06-02,2025-06-02 15:58:40,15,Weekday,Non-Peak,10.0,4.51,Y,None,2.42,2,119.12,R00301,None
FM104801,DS007,Hyderabad,Gachibowli,2025-06-02,2025-06-02 16:00:31,16,Weekday,Non-Peak,10.0,4.78,Y,None,1.32,8,145.56,R00715,None
FM103336,DS002,Bengaluru,Whitefield,2025-06-02,2025-06-02 16:00:32,16,Weekday,Non-Peak,10.0,3.8,Y,None,2.87,4,774.67,R00216,None
FM104769,DS007,Hyderabad,Gachibowli,2025-06-02,2025-06-02 16:00:51,16,Weekday,Non-Peak,10.0,5.12,Y,None,3.16,6,138.71,R00704,None
FM104666,DS007,Hyderabad,Gachibowli,2025-06-02,2025-06-02 16:05:39,16,Weekday,Non-Peak,10.0,5.01,Y,None,1.85,6,221.43,R00709,None
FM104516,DS006,Mumbai,Powai,2025-06-02,2025-06-02 16:11:31,16,Weekday,Non-Peak,10.0,3.84,Y,None,3.18,5,655.16,R00619,None
FM104771,DS007,Hyderabad,Gachibowli,2025-06-02,2025-06-02 16:11:33,16,Weekday,Non-Peak,10.0,6.85,Y,None,1.57,4,284.06,R00707,None
FM104466,DS006,Mumbai,Powai,2025-06-02,2025-06-02 16:13:06,16,Weekday,Non-Peak,10.0,3.5,Y,None,2.7,7,822.81,R00617,None
FM105629,DS010,Kolkata,Salt Lake,2025-06-02,2025-06-02 16:14:35,16,Weekday,Non-Peak,10.0,5.61,Y,None,3.01,6,926.78,R01017,None
FM105548,DS010,Kolkata,Salt Lake,2025-06-02,2025-06-02 16:15:30,16,Weekday,Non-Peak,10.0,4.65,Y,None,0.99,4,240.21,R01015,None
FM103738,DS003,Delhi,Saket,2025-06-02,2025-06-02 16:15:45,16,Weekday,Non-Peak,10.0,3.5,Y,None,0.6,10,715.15,R00325,None
FM104039,DS004,Delhi,Rohini,2025-06-02,2025-06-02 16:17:32,16,Weekday,Non-Peak,10.0,5.87,Y,None,1.99,5,696.71,R00406,None
FM105035,DS008,Pune,Hinjewadi,2025-06-02,2025-06-02 16:17:43,16,Weekday,Non-Peak,10.0,7.83,Y,None,0.65,2,289.97,R00816,None
FM104292,DS005,Mumbai,Andheri,2025-06-02,2025-06-02 16:18:44,16,Weekday,Non-Peak,10.0,5.12,Y,None,3.1,3,205.77,R00510,None
FM104733,DS007,Hyderabad,Gachibowli,2025-06-02,2025-06-02 16:18:57,16,Weekday,Non-Peak,10.0,3.5,Y,None,2.49,4,391.62,R00714,None
FM104846,DS007,Hyderabad,Gachibowli,2025-06-02,2025-06-02 16:20:43,16,Weekday,Non-Peak,10.0,7.35,Y,None,2.17,4,221.52,R00704,None
FM103138,DS001,Bengaluru,Koramangala,2025-06-02,2025-06-02 16:26:44,16,Weekday,Non-Peak,10.0,3.64,Y,None,1.06,1,276.85,R00122,None
FM104071,DS004,Delhi,Rohini,2025-06-02,2025-06-02 16:26:49,16,Weekday,Non-Peak,10.0,4.67,Y,None,2.0,2,90.66,R00416,None
FM105523,DS010,Kolkata,Salt Lake,2025-06-02,2025-06-02 16:27:20,16,Weekday,Non-Peak,10.0,14.46,N,"Incorrect Picking (SKU error, re-pick)",2.05,4,367.68,R01010,Method
FM104870,DS008,Pune,Hinjewadi,2025-06-02,2025-06-02 16:29:28,16,Weekday,Non-Peak,10.0,3.5,Y,None,1.61,5,149.34,R00812,None
FM105541,DS010,Kolkata,Salt Lake,2025-06-02,2025-06-02 16:31:21,16,Weekday,Non-Peak,10.0,4.31,Y,None,1.29,9,203.24,R01016,None
FM103370,DS002,Bengaluru,Whitefield,2025-06-02,2025-06-02 16:32:29,16,Weekday,Non-Peak,10.0,5.11,Y,None,3.46,3,1132.31,R00210,None
FM104017,DS004,Delhi,Rohini,2025-06-02,2025-06-02 16:32:53,16,Weekday,Non-Peak,10.0,8.33,Y,None,1.0,3,311.84,R00404,None
FM104005,DS004,Delhi,Rohini,2025-06-02,2025-06-02 16:33:16,16,Weekday,Non-Peak,10.0,3.66,Y,None,1.31,7,362.12,R00403,None
FM103119,DS001,Bengaluru,Koramangala,2025-06-02,2025-06-02 16:37:01,16,Weekday,Non-Peak,10.0,7.9,Y,None,3.1,10,493.23,R00103,None
FM103260,DS001,Bengaluru,Koramangala,2025-06-02,2025-06-02 16:38:47,16,Weekday,Non-Peak,10.0,6.19,Y,None,1.84,4,740.18,R00117,None
FM105115,DS008,Pune,Hinjewadi,2025-06-02,2025-06-02 16:39:19,16,Weekday,Non-Peak,10.0,3.5,Y,None,2.36,3,108.14,R00802,None
FM103451,DS002,Bengaluru,Whitefield,2025-06-02,2025-06-02 16:42:35,16,Weekday,Non-Peak,10.0,4.68,Y,None,1.01,6,150.12,R00204,None
FM105325,DS009,Chennai,T Nagar,2025-06-02,2025-06-02 16:50:25,16,Weekday,Non-Peak,10.0,3.5,Y,None,3.01,3,333.83,R00910,None
FM103130,DS001,Bengaluru,Koramangala,2025-06-02,2025-06-02 16:50:43,16,Weekday,Non-Peak,10.0,5.69,Y,None,2.4,3,325.6,R00106,None
FM103305,DS001,Bengaluru,Koramangala,2025-06-02,2025-06-02 16:50:52,16,Weekday,Non-Peak,10.0,3.5,Y,None,1.35,3,572.39,R00101,None
FM103350,DS002,Bengaluru,Whitefield,2025-06-02,2025-06-02 16:54:07,16,Weekday,Non-Peak,10.0,5.29,Y,None,2.28,4,793.37,R00202,None
FM105648,DS010,Kolkata,Salt Lake,2025-06-02,2025-06-02 16:54:46,16,Weekday,Non-Peak,10.0,3.5,Y,None,1.84,3,383.78,R01009,None
FM103932,DS004,Delhi,Rohini,2025-06-02,2025-06-02 16:54:51,16,Weekday,Non-Peak,10.0,4.45,Y,None,2.32,4,463.16,R00404,None
FM105549,DS010,Kolkata,Salt Lake,2025-06-02,2025-06-02 16:55:08,16,Weekday,Non-Peak,10.0,5.07,Y,None,1.5,2,847.46,R01009,None
FM103726,DS003,Delhi,Saket,2025-06-02,2025-06-02 16:55:45,16,Weekday,Non-Peak,10.0,7.91,Y,None,1.66,4,329.17,R00320,None
FM104636,DS007,Hyderabad,Gachibowli,2025-06-02,2025-06-02 16:56:48,16,Weekday,Non-Peak,10.0,4.83,Y,None,2.36,4,325.77,R00705,None
FM103159,DS001,Bengaluru,Koramangala,2025-06-02,2025-06-02 16:57:32,16,Weekday,Non-Peak,10.0,7.27,Y,None,2.21,5,48.04,R00109,None
FM104980,DS008,Pune,Hinjewadi,2025-06-02,2025-06-02 16:58:22,16,Weekday,Non-Peak,10.0,4.13,Y,None,0.62,3,445.76,R00817,None
FM103230,DS001,Bengaluru,Koramangala,2025-06-02,2025-06-02 16:59:07,16,Weekday,Non-Peak,10.0,5.12,Y,None,2.24,4,671.0,R00106,None
FM105096,DS008,Pune,Hinjewadi,2025-06-02,2025-06-02 17:08:51,17,Weekday,Non-Peak,10.0,7.89,Y,None,2.47,3,624.66,R00810,None
FM104751,DS007,Hyderabad,Gachibowli,2025-06-02,2025-06-02 17:09:19,17,Weekday,Non-Peak,10.0,4.43,Y,None,1.44,4,1049.98,R00714,None
FM103644,DS003,Delhi,Saket,2025-06-02,2025-06-02 17:11:49,17,Weekday,Non-Peak,10.0,3.59,Y,None,0.66,4,663.08,R00323,None
FM105422,DS010,Kolkata,Salt Lake,2025-06-02,2025-06-02 17:12:38,17,Weekday,Non-Peak,10.0,4.81,Y,None,0.6,2,764.17,R01014,None
FM104284,DS005,Mumbai,Andheri,2025-06-02,2025-06-02 17:13:17,17,Weekday,Non-Peak,10.0,6.61,Y,None,3.37,3,779.25,R00513,None
FM105389,DS009,Chennai,T Nagar,2025-06-02,2025-06-02 17:16:43,17,Weekday,Non-Peak,10.0,3.5,Y,None,1.11,3,479.37,R00908,None
FM105226,DS009,Chennai,T Nagar,2025-06-02,2025-06-02 17:17:14,17,Weekday,Non-Peak,10.0,7.08,Y,None,2.09,6,691.82,R00910,None
FM105252,DS009,Chennai,T Nagar,2025-06-02,2025-06-02 17:19:11,17,Weekday,Non-Peak,10.0,4.4,Y,None,0.56,3,670.59,R00912,None
FM103434,DS002,Bengaluru,Whitefield,2025-06-02,2025-06-02 17:21:22,17,Weekday,Non-Peak,10.0,3.5,Y,None,3.42,6,261.35,R00217,None
FM103939,DS004,Delhi,Rohini,2025-06-02,2025-06-02 17:24:08,17,Weekday,Non-Peak,10.0,3.5,Y,None,0.54,7,382.22,R00417,None
FM104703,DS007,Hyderabad,Gachibowli,2025-06-02,2025-06-02 17:27:30,17,Weekday,Non-Peak,10.0,9.54,Y,None,2.99,4,675.52,R00716,None
FM104654,DS007,Hyderabad,Gachibowli,2025-06-02,2025-06-02 17:28:29,17,Weekday,Non-Peak,10.0,8.44,Y,None,1.45,5,1341.02,R00712,None
FM105153,DS009,Chennai,T Nagar,2025-06-02,2025-06-02 17:30:34,17,Weekday,Non-Peak,10.0,11.23,N,App/Order Routing Glitch,2.77,3,584.48,R00918,Machine
FM103152,DS001,Bengaluru,Koramangala,2025-06-02,2025-06-02 17:32:15,17,Weekday,Non-Peak,10.0,8.39,Y,None,2.95,4,342.65,R00105,None
FM103081,DS001,Bengaluru,Koramangala,2025-06-02,2025-06-02 17:33:49,17,Weekday,Non-Peak,10.0,4.65,Y,None,2.11,2,182.53,R00122,None
FM105276,DS009,Chennai,T Nagar,2025-06-02,2025-06-02 17:34:31,17,Weekday,Non-Peak,10.0,7.89,Y,None,1.46,3,192.56,R00905,None
FM103522,DS002,Bengaluru,Whitefield,2025-06-02,2025-06-02 17:36:33,17,Weekday,Non-Peak,10.0,4.71,Y,None,2.24,4,395.84,R00215,None
FM103314,DS002,Bengaluru,Whitefield,2025-06-02,2025-06-02 17:37:48,17,Weekday,Non-Peak,10.0,5.34,Y,None,3.39,3,600.1,R00210,None
FM104203,DS005,Mumbai,Andheri,2025-06-02,2025-06-02 17:38:10,17,Weekday,Non-Peak,10.0,4.79,Y,None,1.61,3,212.31,R00517,None
FM104342,DS005,Mumbai,Andheri,2025-06-02,2025-06-02 17:39:36,17,Weekday,Non-Peak,10.0,4.59,Y,None,2.46,4,392.89,R00506,None
FM103389,DS002,Bengaluru,Whitefield,2025-06-02,2025-06-02 17:39:39,17,Weekday,Non-Peak,10.0,6.14,Y,None,2.05,7,185.11,R00214,None
FM104037,DS004,Delhi,Rohini,2025-06-02,2025-06-02 17:39:56,17,Weekday,Non-Peak,10.0,7.23,Y,None,1.63,3,366.38,R00401,None
FM104460,DS006,Mumbai,Powai,2025-06-02,2025-06-02 17:41:26,17,Weekday,Non-Peak,10.0,3.5,Y,None,0.45,2,544.42,R00613,None
FM103236,DS001,Bengaluru,Koramangala,2025-06-02,2025-06-02 17:42:34,17,Weekday,Non-Peak,10.0,5.6,Y,None,2.04,5,490.51,R00112,None
FM103495,DS002,Bengaluru,Whitefield,2025-06-02,2025-06-02 17:42:50,17,Weekday,Non-Peak,10.0,4.21,Y,None,2.54,6,212.3,R00214,None
FM103854,DS004,Delhi,Rohini,2025-06-02,2025-06-02 17:43:05,17,Weekday,Non-Peak,10.0,7.67,Y,None,2.55,3,340.32,R00411,None
FM104320,DS005,Mumbai,Andheri,2025-06-02,2025-06-02 17:44:37,17,Weekday,Non-Peak,10.0,5.06,Y,None,3.04,5,494.78,R00508,None
FM104085,DS005,Mumbai,Andheri,2025-06-02,2025-06-02 17:45:08,17,Weekday,Non-Peak,10.0,10.48,N,Traffic / Road Congestion,1.95,3,87.26,R00506,Environment
FM105435,DS010,Kolkata,Salt Lake,2025-06-02,2025-06-02 17:45:17,17,Weekday,Non-Peak,10.0,3.57,Y,None,0.93,5,414.76,R01002,None
FM103253,DS001,Bengaluru,Koramangala,2025-06-02,2025-06-02 17:48:47,17,Weekday,Non-Peak,10.0,4.21,Y,None,2.04,8,639.98,R00113,None
FM105159,DS009,Chennai,T Nagar,2025-06-02,2025-06-02 17:50:19,17,Weekday,Non-Peak,10.0,5.45,Y,None,0.76,2,413.07,R00918,None
FM105119,DS008,Pune,Hinjewadi,2025-06-02,2025-06-02 17:52:09,17,Weekday,Non-Peak,10.0,3.5,Y,None,1.62,4,305.86,R00806,None
